"order_num","order_id","user_id","ship_id","geo_id","order_date","ship_date"
60,CA-2017-154795,769,1,630,2017-12-20,2017-12-24
61,CA-2019-161739,613,2,423,2019-11-10,2019-11-15
62,CA-2017-163440,91,4,327,2017-03-22,2017-03-24
63,CA-2016-139017,525,1,215,2016-05-11,2016-05-17
64,US-2018-141544,352,4,217,2018-08-30,2018-09-01
65,CA-2019-127803,300,1,80,2019-05-19,2019-05-23
66,US-2018-113985,695,1,621,2018-12-02,2018-12-07
67,CA-2016-151897,541,1,408,2016-06-06,2016-06-10
68,CA-2019-103520,364,4,277,2019-09-23,2019-09-25
69,CA-2019-164168,89,1,348,2019-11-12,2019-11-18
70,US-2019-117723,654,2,475,2019-08-15,2019-08-18
71,CA-2019-161480,70,1,139,2019-12-25,2019-12-29
72,CA-2019-127474,493,2,121,2019-02-03,2019-02-07
73,CA-2019-129028,570,4,568,2019-04-01,2019-04-03
74,CA-2019-133431,295,1,310,2019-12-17,2019-12-21
75,CA-2017-134201,408,1,289,2017-04-10,2017-04-16
76,CA-2019-131625,639,2,497,2019-09-01,2019-09-05
77,CA-2018-166282,280,1,30,2018-04-16,2018-04-22
78,CA-2018-112340,181,1,571,2018-10-21,2018-10-27
79,CA-2017-109575,519,1,35,2017-09-18,2017-09-23
80,CA-2019-141103,287,1,319,2019-07-30,2019-08-06
81,US-2016-109456,509,3,416,2016-10-16,2016-10-17
82,CA-2017-142734,35,1,471,2017-04-16,2017-04-21
83,CA-2016-155593,251,1,126,2016-11-03,2016-11-08
84,CA-2016-153619,239,3,238,2016-11-03,2016-11-03
85,US-2016-112795,52,2,272,2016-08-23,2016-08-28
86,CA-2018-137939,182,2,165,2018-07-20,2018-07-23
87,CA-2019-146024,561,1,348,2019-03-02,2019-03-08
88,CA-2018-157245,133,1,89,2018-05-19,2018-05-24
89,CA-2019-134306,593,1,632,2019-07-08,2019-07-12
90,CA-2016-163468,324,4,244,2016-11-18,2016-11-21
91,CA-2019-144064,92,4,293,2019-08-29,2019-09-01
92,US-2019-111024,23,2,588,2019-07-03,2019-07-06
93,CA-2017-154291,634,1,250,2017-07-25,2017-07-29
94,CA-2016-162278,699,2,296,2016-10-26,2016-10-30
95,CA-2019-148922,94,2,354,2019-12-10,2019-12-15
96,CA-2018-115224,419,2,416,2018-12-08,2018-12-11
97,CA-2019-113075,366,1,322,2019-09-02,2019-09-06
98,CA-2017-151589,61,4,581,2017-12-27,2017-12-30
99,CA-2018-137743,354,1,322,2018-07-30,2018-08-04
100,CA-2019-134635,258,2,238,2019-04-15,2019-04-17
101,CA-2019-127460,247,1,195,2019-07-10,2019-07-14
102,CA-2017-104514,664,2,616,2017-01-02,2017-01-04
103,CA-2017-114811,695,3,471,2017-11-08,2017-11-08
104,CA-2019-128783,238,3,191,2019-09-07,2019-09-07
105,CA-2016-129364,279,1,196,2016-12-08,2016-12-13
106,CA-2019-155460,565,4,296,2019-04-13,2019-04-15
107,CA-2017-131534,248,1,82,2017-03-28,2017-04-02
108,CA-2019-117436,261,1,403,2019-06-08,2019-06-14
109,CA-2016-134278,426,4,142,2016-07-06,2016-07-08
110,CA-2019-169894,750,2,13,2019-11-24,2019-11-29
111,CA-2019-103156,593,4,475,2019-11-23,2019-11-24
112,CA-2016-115980,504,1,613,2016-07-15,2016-07-19
113,CA-2019-138975,724,1,565,2019-05-19,2019-05-23
114,CA-2019-122112,218,1,522,2019-09-25,2019-09-29
115,CA-2018-114489,175,1,429,2018-12-05,2018-12-09
116,CA-2017-153878,632,1,39,2017-04-25,2017-04-30
117,US-2018-154361,747,1,145,2018-03-14,2018-03-19
118,CA-2016-111899,751,4,7,2016-05-04,2016-05-05
119,CA-2019-154011,526,1,348,2019-06-19,2019-06-26
120,CA-2018-120005,628,3,416,2018-03-03,2018-03-03
121,US-2019-110604,49,1,491,2019-05-15,2019-05-20
122,CA-2018-147368,661,4,575,2018-06-09,2018-06-12
123,US-2016-118486,771,4,217,2016-04-06,2016-04-08
124,CA-2019-150609,650,1,10,2019-04-30,2019-05-04
125,CA-2018-112578,473,1,386,2018-12-29,2019-01-02
126,CA-2019-138618,205,1,349,2019-12-01,2019-12-08
127,CA-2017-115511,444,1,14,2017-11-21,2017-11-25
128,US-2018-106677,647,1,146,2018-11-05,2018-11-10
129,CA-2017-125976,360,1,89,2017-09-27,2017-10-02
130,US-2019-142573,109,1,132,2019-07-18,2019-07-23
131,CA-2016-103590,388,1,532,2016-11-30,2016-12-04
132,CA-2017-151680,399,2,260,2017-11-19,2017-11-21
133,CA-2019-159366,305,4,218,2019-01-07,2019-01-10
134,CA-2019-137323,489,2,489,2019-11-14,2019-11-18
135,CA-2018-121447,597,4,142,2018-02-21,2018-02-22
136,CA-2018-124016,101,2,588,2018-09-23,2018-09-26
137,US-2019-153633,661,2,516,2019-11-13,2019-11-18
138,CA-2017-114237,27,4,491,2017-03-13,2017-03-15
139,US-2017-120957,38,3,571,2017-12-07,2017-12-07
140,CA-2019-126242,366,1,238,2019-11-19,2019-11-24
141,CA-2019-149720,250,2,301,2019-06-04,2019-06-07
142,CA-2016-108861,443,1,296,2016-05-28,2016-06-01
143,US-2019-103828,436,3,310,2019-08-13,2019-08-13
144,CA-2019-101322,716,4,373,2019-12-28,2019-12-31
145,US-2016-166828,638,4,191,2016-08-22,2016-08-25
146,CA-2018-138282,200,1,561,2018-05-19,2018-05-23
147,CA-2017-139164,432,1,373,2017-06-23,2017-06-28
148,US-2019-154851,257,1,96,2019-03-30,2019-04-03
149,CA-2016-105893,280,1,269,2016-11-11,2016-11-18
150,CA-2016-112326,534,1,157,2016-01-04,2016-01-08
151,CA-2019-125367,241,1,142,2019-07-23,2019-07-30
152,CA-2019-102155,689,1,236,2019-07-13,2019-07-17
153,CA-2019-134285,249,1,349,2019-12-07,2019-12-12
154,US-2017-145436,760,1,47,2017-02-28,2017-03-04
155,CA-2018-146521,642,2,146,2018-07-21,2018-07-23
156,CA-2017-126669,512,1,7,2017-11-07,2017-11-13
157,US-2018-156986,254,1,196,2018-03-20,2018-03-24
158,CA-2018-160500,698,4,148,2018-05-05,2018-05-08
159,CA-2018-123526,288,4,491,2018-12-24,2018-12-25
160,US-2018-157840,614,2,70,2018-12-20,2018-12-23
161,CA-2019-142342,708,2,631,2019-07-17,2019-07-19
162,CA-2017-103205,107,2,7,2017-12-08,2017-12-10
163,CA-2019-148985,550,2,204,2019-11-11,2019-11-15
164,CA-2019-132185,419,1,427,2019-11-27,2019-12-02
165,CA-2016-115133,789,1,588,2016-09-26,2016-09-30
166,US-2018-150357,749,1,54,2018-10-10,2018-10-14
167,CA-2017-166975,374,1,494,2017-11-26,2017-11-30
168,CA-2019-141992,473,1,567,2019-06-19,2019-06-25
169,CA-2019-124205,275,1,513,2019-09-15,2019-09-19
170,CA-2019-121293,790,2,217,2019-07-25,2019-07-28
171,US-2018-148803,186,3,439,2018-12-11,2018-12-11
172,CA-2017-146255,395,4,616,2017-03-07,2017-03-10
173,CA-2017-107685,598,2,14,2017-11-30,2017-12-02
174,CA-2016-157721,274,4,489,2016-09-02,2016-09-05
175,CA-2016-127964,649,1,139,2016-03-03,2016-03-08
176,CA-2018-101980,251,4,497,2018-08-19,2018-08-20
177,CA-2019-166198,114,4,491,2019-04-21,2019-04-24
178,CA-2017-142055,562,4,497,2017-05-08,2017-05-10
179,CA-2018-130477,295,1,10,2018-04-08,2018-04-12
180,CA-2016-104773,621,1,287,2016-12-08,2016-12-13
181,CA-2018-152646,616,1,238,2018-11-21,2018-11-26
182,CA-2019-112753,207,1,10,2019-06-18,2019-06-23
183,CA-2016-110408,110,2,250,2016-10-18,2016-10-20
184,CA-2019-138289,236,2,101,2019-01-16,2019-01-18
185,CA-2016-126907,328,1,121,2016-11-01,2016-11-08
186,CA-2019-123981,565,1,139,2019-10-02,2019-10-08
187,CA-2016-122217,506,1,94,2016-11-24,2016-11-29
188,US-2017-130519,265,3,359,2017-09-15,2017-09-15
189,US-2018-114293,197,1,111,2018-11-21,2018-11-26
190,CA-2017-146486,603,2,606,2017-11-09,2017-11-14
191,US-2018-103674,649,1,10,2018-12-06,2018-12-10
192,US-2018-151862,322,1,233,2018-03-01,2018-03-08
193,CA-2017-149811,667,1,83,2017-01-04,2017-01-10
194,US-2016-150532,270,1,132,2016-07-14,2016-07-21
195,CA-2016-108273,418,1,86,2016-12-16,2016-12-21
196,CA-2017-101924,227,1,370,2017-09-04,2017-09-09
197,CA-2019-107314,176,4,538,2019-11-30,2019-12-03
198,CA-2017-111164,422,1,497,2017-04-11,2017-04-15
199,CA-2017-109190,284,1,277,2017-10-23,2017-10-28
200,CA-2016-118339,639,1,309,2016-03-17,2016-03-24
201,CA-2016-156790,591,2,125,2016-08-08,2016-08-10
202,CA-2019-169285,171,1,160,2019-03-21,2019-03-25
203,CA-2017-165085,165,1,35,2017-12-27,2017-12-31
204,CA-2017-163762,306,1,471,2017-11-27,2017-12-01
205,CA-2017-153717,654,1,598,2017-12-25,2018-01-01
206,CA-2019-161774,754,4,287,2019-05-14,2019-05-15
207,CA-2019-155929,409,1,304,2019-09-09,2019-09-13
208,CA-2019-144365,370,1,354,2019-10-24,2019-10-30
209,CA-2019-149076,157,1,82,2019-01-14,2019-01-19
210,CA-2016-133753,130,2,86,2016-06-09,2016-06-13
211,CA-2019-160017,313,1,125,2019-09-28,2019-10-02
212,CA-2018-161025,79,1,238,2018-12-03,2018-12-09
213,CA-2018-109925,401,2,106,2018-11-06,2018-11-10
214,CA-2018-110499,99,4,416,2018-04-07,2018-04-09
215,US-2019-141558,126,1,512,2019-03-11,2019-03-16
216,US-2016-127978,433,1,145,2016-03-03,2016-03-08
217,CA-2017-165624,774,1,565,2017-08-23,2017-08-28
218,CA-2016-122336,547,2,512,2016-04-13,2016-04-17
219,CA-2018-125080,504,1,522,2018-10-21,2018-10-26
220,CA-2016-110639,71,3,497,2016-08-23,2016-08-23
221,US-2018-114013,561,2,146,2018-03-13,2018-03-15
222,CA-2017-166135,69,1,190,2017-10-01,2017-10-06
223,CA-2019-159688,736,1,362,2019-05-07,2019-05-12
224,CA-2018-136483,113,1,184,2018-12-01,2018-12-06
225,CA-2018-128867,135,1,374,2018-11-03,2018-11-10
226,CA-2017-110457,206,1,491,2017-03-02,2017-03-06
227,CA-2019-153871,445,1,434,2019-12-11,2019-12-17
228,US-2019-166688,713,1,14,2019-05-20,2019-05-26
229,US-2016-131275,129,1,124,2016-03-18,2016-03-24
230,CA-2017-127509,482,1,466,2017-11-09,2017-11-13
231,CA-2018-128531,337,2,311,2018-11-24,2018-11-26
232,CA-2019-128769,293,1,30,2019-09-07,2019-09-12
233,US-2019-150595,133,1,441,2019-05-22,2019-05-26
234,CA-2019-146535,278,1,156,2019-11-24,2019-11-30
235,CA-2017-127607,324,1,239,2017-03-20,2017-03-26
236,US-2019-132297,242,1,71,2019-05-27,2019-06-02
237,US-2018-132577,306,1,215,2018-11-22,2018-11-27
238,US-2019-117450,512,1,365,2019-09-04,2019-09-08
239,CA-2016-137911,721,1,576,2016-10-09,2016-10-15
240,CA-2019-144491,520,1,408,2019-03-27,2019-04-01
241,CA-2018-159653,347,3,473,2018-05-22,2018-05-22
242,CA-2016-101476,771,4,573,2016-09-12,2016-09-13
243,CA-2018-143154,110,1,118,2018-12-02,2018-12-08
244,CA-2017-125416,314,3,260,2017-11-02,2017-11-02
245,CA-2019-142125,722,1,39,2019-10-21,2019-10-27
246,CA-2019-107853,727,1,281,2019-05-26,2019-05-31
247,CA-2018-127138,484,2,538,2018-03-12,2018-03-15
248,US-2017-136259,655,4,522,2017-11-05,2017-11-08
249,CA-2018-118311,303,1,416,2018-10-24,2018-10-28
250,CA-2019-103380,1,1,555,2019-11-21,2019-11-25
251,US-2019-135503,175,1,137,2019-12-10,2019-12-15
252,CA-2016-160262,766,2,150,2016-06-09,2016-06-13
253,CA-2016-158372,91,1,258,2016-11-10,2016-11-16
254,US-2019-165358,128,1,146,2019-07-18,2019-07-23
255,US-2017-146745,745,1,416,2017-09-03,2017-09-08
256,CA-2016-113880,674,1,134,2016-03-01,2016-03-05
257,US-2019-133361,259,4,319,2019-05-14,2019-05-17
258,CA-2018-135265,694,2,204,2018-07-07,2018-07-09
259,CA-2016-148782,352,1,307,2016-11-02,2016-11-07
260,CA-2017-103135,319,1,71,2017-07-24,2017-07-28
261,US-2019-169320,556,2,332,2019-07-23,2019-07-25
262,CA-2018-153353,162,1,139,2018-08-18,2018-08-24
263,US-2018-141880,399,4,237,2018-08-22,2018-08-23
264,CA-2018-146206,97,2,215,2018-09-10,2018-09-14
265,CA-2016-115889,159,1,310,2016-11-02,2016-11-06
266,CA-2017-119480,284,1,550,2017-01-09,2017-01-13
267,US-2019-155866,694,1,142,2019-11-17,2019-11-21
268,CA-2018-158211,533,1,217,2018-01-04,2018-01-08
269,CA-2019-119305,301,1,354,2019-11-30,2019-12-04
270,US-2016-103905,442,1,195,2016-07-14,2016-07-20
271,CA-2019-139416,154,2,475,2019-03-27,2019-03-29
272,CA-2018-138695,662,1,575,2018-05-28,2018-06-03
273,CA-2016-103849,581,1,64,2016-05-11,2016-05-16
274,US-2019-120089,192,3,482,2019-11-30,2019-11-30
275,CA-2018-136322,649,1,535,2018-10-21,2018-10-26
276,CA-2018-113390,426,1,121,2018-10-11,2018-10-15
277,CA-2017-112214,200,1,567,2017-08-05,2017-08-11
278,US-2016-105767,326,1,146,2016-05-23,2016-05-27
279,US-2017-100531,181,4,121,2017-09-27,2017-09-29
280,CA-2016-165309,33,1,215,2016-11-11,2016-11-15
281,CA-2017-168277,145,1,369,2017-05-29,2017-06-03
282,CA-2017-136105,23,1,110,2017-06-12,2017-06-16
283,US-2016-117968,704,2,32,2016-08-05,2016-08-07
284,CA-2019-106355,384,4,32,2019-04-02,2019-04-05
285,CA-2018-155845,770,2,239,2018-08-12,2018-08-15
286,CA-2017-126697,756,4,287,2017-09-21,2017-09-24
287,US-2017-136427,274,4,190,2017-06-20,2017-06-23
288,CA-2016-150518,19,1,433,2016-11-19,2016-11-24
289,CA-2016-146528,674,2,204,2016-07-25,2016-07-27
290,CA-2016-140487,629,1,601,2016-06-14,2016-06-20
291,CA-2019-106943,473,1,139,2019-11-14,2019-11-19
292,US-2018-105830,479,4,588,2018-12-31,2019-01-02
293,CA-2018-157511,128,4,145,2018-09-18,2018-09-20
294,US-2019-159562,121,1,113,2019-09-09,2019-09-15
295,CA-2018-137729,1,1,362,2018-05-05,2018-05-09
296,CA-2018-101343,40,1,238,2018-07-17,2018-07-22
297,CA-2019-122798,773,1,382,2019-12-28,2020-01-01
298,US-2019-147655,737,4,284,2019-09-04,2019-09-05
299,CA-2019-143651,446,1,491,2019-03-25,2019-03-30
300,CA-2018-133368,80,1,231,2018-01-14,2018-01-20
301,CA-2019-147725,344,3,551,2019-09-14,2019-09-14
302,CA-2017-121272,459,1,491,2017-03-29,2017-04-04
303,CA-2019-146920,282,1,322,2019-08-28,2019-09-01
304,CA-2019-150497,328,1,192,2019-07-20,2019-07-24
305,CA-2019-150602,59,2,204,2019-02-09,2019-02-14
306,CA-2018-111941,453,2,139,2018-12-25,2018-12-28
307,CA-2019-130526,731,4,585,2019-11-26,2019-11-29
308,CA-2018-165015,735,2,299,2018-02-25,2018-02-27
309,CA-2018-168557,630,1,310,2018-09-19,2018-09-23
310,CA-2018-137176,10,2,567,2018-09-09,2018-09-14
311,CA-2019-142643,654,1,327,2019-10-15,2019-10-20
312,CA-2019-140627,183,1,388,2019-12-23,2019-12-27
313,CA-2019-163125,584,2,406,2019-10-09,2019-10-11
314,CA-2018-117226,695,4,31,2018-12-30,2019-01-01
315,CA-2017-145415,753,2,491,2017-04-12,2017-04-17
316,US-2017-142020,239,2,471,2017-06-04,2017-06-08
317,CA-2019-154949,27,1,88,2019-10-15,2019-10-19
318,US-2018-131058,395,1,481,2018-12-27,2018-12-31
319,CA-2016-143413,251,1,319,2016-05-24,2016-05-30
320,US-2016-127635,189,2,87,2016-09-14,2016-09-18
321,US-2019-141677,25,1,408,2019-03-26,2019-03-30
322,CA-2017-154900,50,1,486,2017-02-25,2017-03-01
323,CA-2016-104283,681,1,224,2016-06-27,2016-07-01
324,CA-2019-142622,229,4,260,2019-10-30,2019-11-02
325,CA-2018-119074,249,1,153,2018-03-27,2018-03-31
326,CA-2016-158281,522,1,215,2016-09-02,2016-09-07
327,CA-2017-151785,296,1,322,2017-03-05,2017-03-10
328,CA-2016-131450,186,1,463,2016-08-08,2016-08-15
329,CA-2018-101168,164,1,263,2018-12-25,2019-01-01
330,CA-2019-149853,352,1,383,2019-10-03,2019-10-09
331,CA-2019-154732,607,4,322,2019-11-05,2019-11-07
332,CA-2016-100706,133,2,375,2016-12-16,2016-12-18
333,CA-2018-129868,36,1,362,2018-12-26,2018-12-31
334,CA-2019-121083,564,1,194,2019-07-09,2019-07-15
335,US-2019-121251,79,4,497,2019-03-26,2019-03-27
336,CA-2016-120243,384,2,362,2016-12-27,2016-12-30
337,CA-2017-156755,634,1,616,2017-01-12,2017-01-18
338,CA-2016-166191,665,2,211,2016-12-05,2016-12-09
339,CA-2019-164959,513,1,362,2019-07-11,2019-07-15
340,CA-2019-118213,736,4,221,2019-11-05,2019-11-07
341,CA-2016-150581,241,1,514,2016-04-08,2016-04-12
342,US-2018-165505,664,1,267,2018-01-23,2018-01-27
343,US-2016-104759,705,1,121,2016-03-31,2016-04-04
344,CA-2019-155075,385,1,512,2019-12-02,2019-12-09
345,CA-2017-135545,703,1,362,2017-11-24,2017-11-30
346,CA-2017-116484,360,1,116,2017-11-20,2017-11-26
347,CA-2019-116946,675,1,276,2019-12-19,2019-12-23
348,CA-2019-161970,188,1,303,2019-09-22,2019-09-27
349,CA-2017-154956,401,1,39,2017-07-04,2017-07-09
350,CA-2017-100545,401,1,475,2017-11-22,2017-11-26
351,CA-2019-106047,536,1,545,2019-07-12,2019-07-18
352,CA-2016-134103,592,1,601,2016-01-30,2016-02-04
353,CA-2017-131422,570,1,254,2017-11-05,2017-11-09
354,CA-2017-129546,86,1,10,2017-09-28,2017-10-05
355,CA-2017-150308,689,1,243,2017-12-15,2017-12-20
356,CA-2019-103611,516,4,82,2019-09-12,2019-09-15
357,US-2018-164588,791,1,153,2018-04-16,2018-04-23
358,CA-2018-164784,222,4,572,2018-05-01,2018-05-04
359,CA-2017-161627,594,1,555,2017-07-06,2017-07-11
360,CA-2019-110926,705,1,335,2019-11-19,2019-11-23
361,CA-2019-123491,360,1,310,2019-10-30,2019-11-05
362,CA-2019-113530,346,2,538,2019-05-19,2019-05-21
363,CA-2019-125115,715,3,51,2019-04-10,2019-04-10
364,CA-2017-164882,83,3,531,2017-10-31,2017-10-31
365,CA-2018-113082,762,1,328,2018-09-12,2018-09-16
366,CA-2019-114552,16,1,214,2019-09-02,2019-09-08
367,CA-2019-153654,568,2,427,2019-11-24,2019-11-26
368,CA-2017-120446,413,4,106,2017-11-16,2017-11-18
369,CA-2019-121839,778,1,588,2019-09-24,2019-09-28
370,US-2018-100839,334,1,190,2018-10-13,2018-10-17
371,US-2016-150119,304,1,145,2016-04-23,2016-04-27
372,CA-2018-167290,49,1,449,2018-10-30,2018-11-04
373,CA-2017-110632,286,2,497,2017-03-17,2017-03-22
374,CA-2017-126466,462,1,103,2017-11-09,2017-11-13
375,CA-2019-134096,149,1,151,2019-09-24,2019-09-29
376,CA-2019-124576,25,2,172,2019-08-01,2019-08-04
377,CA-2019-157420,747,3,215,2019-11-21,2019-11-21
378,CA-2016-138737,65,4,238,2016-12-07,2016-12-10
379,CA-2019-165323,100,1,471,2019-06-17,2019-06-21
380,CA-2018-159940,153,2,195,2018-07-07,2018-07-11
381,CA-2018-149349,557,4,322,2018-11-12,2018-11-13
382,CA-2017-152611,451,2,459,2017-02-20,2017-02-23
383,CA-2016-109904,466,2,497,2016-07-14,2016-07-17
384,US-2019-120649,347,1,534,2019-01-20,2019-01-26
385,CA-2018-120369,457,3,289,2018-10-28,2018-10-28
386,CA-2018-120355,443,1,573,2018-09-18,2018-09-25
387,US-2019-117534,389,4,216,2019-03-25,2019-03-26
388,CA-2016-159520,503,1,165,2016-06-06,2016-06-11
389,CA-2018-146374,620,2,616,2018-12-05,2018-12-10
390,CA-2018-155747,6,1,512,2018-06-14,2018-06-21
391,CA-2019-122693,624,2,305,2019-02-19,2019-02-21
392,US-2016-109036,709,1,491,2016-12-20,2016-12-25
393,CA-2018-126270,428,1,24,2018-04-23,2018-04-27
394,CA-2017-124800,487,1,13,2017-09-26,2017-09-30
395,CA-2018-148516,758,1,462,2018-08-07,2018-08-11
396,CA-2016-107706,191,2,215,2016-02-14,2016-02-19
397,CA-2017-135853,706,4,218,2017-12-11,2017-12-14
398,US-2017-111927,637,1,448,2017-11-14,2017-11-19
399,CA-2016-163223,38,1,375,2016-03-21,2016-03-25
400,CA-2017-121097,691,1,384,2017-01-03,2017-01-08
401,CA-2017-102036,187,1,296,2017-09-21,2017-09-27
402,CA-2019-104381,493,1,289,2019-12-16,2019-12-23
403,CA-2018-122133,95,1,597,2018-05-16,2018-05-23
404,CA-2017-136420,667,4,463,2017-11-20,2017-11-21
405,US-2019-100209,593,1,230,2019-07-09,2019-07-15
406,US-2018-146710,50,1,567,2018-08-27,2018-09-01
407,CA-2019-167395,703,4,632,2019-12-02,2019-12-04
408,CA-2019-154109,109,1,217,2019-11-06,2019-11-11
409,CA-2018-114104,20,1,333,2018-11-20,2018-11-24
410,CA-2018-142762,219,1,538,2018-05-23,2018-05-27
411,US-2017-166520,539,4,139,2017-07-16,2017-07-19
412,CA-2019-147032,304,1,346,2019-07-31,2019-08-04
413,CA-2019-121027,81,1,296,2019-08-18,2019-08-22
414,CA-2016-116666,97,4,146,2016-05-08,2016-05-10
415,CA-2019-134607,659,2,289,2019-10-03,2019-10-08
416,US-2018-157945,612,1,211,2018-09-26,2018-10-01
417,CA-2016-111360,384,1,262,2016-11-24,2016-11-30
418,CA-2016-103492,663,1,86,2016-10-10,2016-10-15
419,CA-2019-147410,515,1,481,2019-09-04,2019-09-08
420,US-2019-146906,317,1,142,2019-03-13,2019-03-17
421,CA-2017-168746,128,2,214,2017-01-27,2017-01-29
422,CA-2019-116288,679,1,310,2019-03-12,2019-03-17
423,CA-2019-103009,142,2,156,2019-11-03,2019-11-05
424,US-2018-131891,765,4,18,2018-07-29,2018-07-31
425,CA-2019-101182,474,4,631,2019-09-04,2019-09-05
426,CA-2016-167927,173,1,562,2016-01-20,2016-01-26
427,CA-2018-102162,299,1,453,2018-09-11,2018-09-16
428,CA-2017-139738,66,1,585,2017-09-25,2017-09-29
429,CA-2019-125199,386,1,475,2019-10-19,2019-10-25
430,CA-2016-113271,180,1,310,2016-07-09,2016-07-14
431,CA-2017-122371,29,1,258,2017-09-26,2017-10-01
432,CA-2017-167255,475,2,416,2017-09-27,2017-09-29
433,CA-2018-144400,784,1,475,2018-02-23,2018-02-27
434,CA-2018-120530,16,1,139,2018-04-07,2018-04-12
435,CA-2018-155530,311,1,310,2018-12-17,2018-12-21
436,US-2019-119319,768,2,311,2019-11-06,2019-11-09
437,CA-2016-163412,328,2,139,2016-12-20,2016-12-23
438,CA-2017-116876,746,1,289,2017-02-14,2017-02-21
439,CA-2018-161158,761,1,471,2018-05-09,2018-05-13
440,CA-2017-111038,700,1,258,2017-12-01,2017-12-06
441,CA-2016-103331,145,1,616,2016-08-26,2016-09-01
442,CA-2016-160066,523,1,323,2016-11-16,2016-11-22
443,CA-2016-126333,127,1,187,2016-12-23,2016-12-28
444,CA-2019-149895,228,1,146,2019-09-08,2019-09-12
445,CA-2018-121034,299,2,348,2018-08-08,2018-08-10
446,CA-2019-126123,372,1,322,2019-10-14,2019-10-18
447,US-2018-116729,587,4,238,2018-12-25,2018-12-28
448,US-2018-108777,387,3,566,2018-12-12,2018-12-12
449,CA-2017-165799,636,4,471,2017-06-29,2017-07-02
450,CA-2016-134061,77,1,289,2016-04-29,2016-05-04
451,CA-2019-133235,553,4,163,2019-08-01,2019-08-04
452,CA-2016-132010,680,4,626,2016-10-13,2016-10-15
