"item_id","discount_id","order_num","prod_id","quantity","sales","profit"
97,9,50,498,3,7.9800,3.9102000000000000
98,9,51,2084,3,479.9700,163.1898000000000000
99,4,52,187,3,213.2160,15.9912000000000000
100,10,52,3269,5,9.8100,-6.8670000000000000
101,4,52,2247,2,19.5200,5.3680000000000000
102,9,53,1560,3,535.4100,160.6230000000000000
103,9,53,1592,3,62.9400,11.9586000000000000
104,9,53,2349,3,563.9400,112.7880000000000000
105,9,53,2356,3,15.8400,7.1280000000000000
106,9,53,3357,3,12.8400,5.7780000000000000
107,9,53,3367,2,3.9000,1.5210000000000000
108,4,54,3657,5,155.1200,50.4140000000000000
109,9,54,4157,1,4.1300,1.1564000000000000
110,9,54,1868,2,47.3000,12.2980000000000000
111,4,54,2141,2,487.9840,152.4950000000000000
112,9,55,3750,3,254.9700,91.7892000000000000
113,9,55,3427,2,4.6600,1.3514000000000000
114,9,55,590,2,52.3400,24.5998000000000000
115,1,56,2806,3,376.5090,-43.0296000000000000
116,4,56,2946,3,137.3520,8.5844999999999900
117,10,57,2491,2,5.2140,-4.1712000000000000
118,4,57,2511,3,87.9600,7.6965000000000000
119,9,58,124,2,13.6800,3.6936000000000000
120,4,59,2731,3,117.4560,44.0460000000000000
121,4,60,3562,2,14.3680,3.9512000000000000
122,4,60,3856,1,7.9200,2.7720000000000000
123,8,61,3798,5,341.9600,-427.4500000000000000
124,4,62,850,2,15.9840,1.1988000000000000
125,4,63,3844,2,46.8640,7.6153999999999900
126,10,64,1905,6,37.7640,-27.6936000000000000
127,4,64,2098,10,100.2400,33.8310000000000000
128,1,64,4074,4,786.7440,-258.5016000000000000
129,4,64,448,2,54.2240,3.3890000000000000
130,12,64,3829,3,290.8980,-67.8762000000000000
131,9,65,3269,4,26.1600,12.8184000000000000
132,4,66,2422,3,104.1840,33.8598000000000000
133,9,66,2544,3,14.5200,5.6628000000000000
134,9,66,720,3,59.7000,26.8650000000000000
135,4,66,1376,2,24.7040,9.2640000000000000
136,4,67,3565,10,100.2400,33.8310000000000000
137,4,68,4250,2,9.2480,3.3524000000000000
138,8,69,1001,3,22.8480,-17.7072000000000000
139,4,69,2983,2,44.7840,-0.5598000000000050
140,4,69,1013,2,12.2240,4.4312000000000000
141,4,69,3638,1,67.9920,8.4989999999999900
142,4,69,2072,3,77.9520,-15.5904000000000000
143,3,69,1285,5,30.5600,-45.8400000000000000
144,4,70,4300,6,1801.6320,-337.8060000000000000
145,4,71,3511,2,191.9840,4.7995999999999800
146,4,72,2728,5,419.4000,146.7900000000000000
147,8,72,3022,1,22.2000,-26.0850000000000000
148,4,72,1510,2,65.5840,23.7742000000000000
149,4,72,2079,1,5.1840,1.8144000000000000
150,9,73,3917,3,127.9500,21.7515000000000000
151,9,74,588,3,13.2300,6.0858000000000000
152,4,74,4268,5,15.2400,5.1435000000000000
153,9,75,3196,3,14.6700,6.0147000000000000
154,9,75,2064,4,142.0400,38.3508000000000000
155,9,76,3051,5,114.9000,39.0660000000000000
156,4,77,2396,7,123.0880,40.0036000000000000
157,4,77,2574,4,35.1680,8.3524000000000000
158,9,78,753,3,22.9200,11.2308000000000000
159,9,79,2981,4,65.0800,31.8892000000000000
160,9,79,2884,7,1259.9300,327.5818000000000000
161,9,79,3086,1,499.9900,129.9974000000000000
162,9,79,2037,7,636.8600,0.0000000000000000
163,9,79,1206,2,41.9600,7.9724000000000000
164,9,80,1033,5,89.9500,43.1760000000000000
165,9,81,3770,3,179.9700,86.3856000000000000
166,4,81,761,3,14.3520,5.0232000000000000
167,11,82,2974,2,127.7640,2.8392000000000000
168,9,83,1324,3,11.6400,3.3756000000000000
169,9,84,2021,4,6.7200,3.3600000000000000
170,9,85,3018,3,19.4400,9.5256000000000000
171,9,86,1033,5,89.9500,43.1760000000000000
172,3,87,3561,7,12.2220,-20.1663000000000000
173,4,87,2947,4,6.9760,-1.3952000000000000
174,9,88,687,2,641.9600,179.7488000000000000
175,9,89,2002,2,12.9600,4.1472000000000000
176,9,89,3289,2,24.5600,11.5432000000000000
177,9,89,1337,3,7.5600,3.0996000000000000
178,4,90,409,5,381.7200,-66.8010000000001000
179,3,90,4092,3,2.8920,-4.9164000000000000
180,1,90,3272,6,424.1160,-30.2940000000000000
181,8,90,943,2,8.5440,-7.4760000000000000
182,5,90,2298,4,292.1000,-175.2600000000000000
183,3,91,3159,9,3.2400,-5.1840000000000000
184,4,91,4179,2,27.4400,2.4010000000000000
185,4,91,1541,4,47.3600,17.7600000000000000
186,4,92,2026,6,30.9600,11.2230000000000000
187,12,92,1587,2,215.1480,-103.9882000000000000
188,4,92,2055,4,32.8960,11.1024000000000000
189,9,93,4273,2,358.5800,39.4438000000000000
190,9,93,2851,9,98.4600,49.2300000000000000
191,4,94,3617,5,383.9600,38.3960000000000000
192,9,94,3675,4,63.9200,3.1960000000000000
193,9,95,1004,8,45.8400,22.0032000000000000
194,9,95,3966,3,38.9700,0.7794000000000010
195,9,95,395,3,599.9700,257.9871000000000000
196,9,96,893,2,352.3800,81.0474000000000000
197,9,96,2327,3,34.0500,9.5340000000000000
198,4,97,1707,3,40.6800,-7.1190000000000000
199,9,98,240,2,239.9000,71.9700000000000000
200,9,98,1504,4,195.6400,91.9508000000000000
201,4,99,1979,2,1036.6240,51.8312000000000000
202,4,99,987,4,9.2480,3.1212000000000000
203,9,100,3048,3,79.1400,36.4044000000000000
204,4,101,1123,6,298.4640,26.1156000000000000
205,9,102,1857,3,20.0400,9.6192000000000000
206,9,102,697,3,9.8400,2.6568000000000000
207,9,102,427,2,85.5200,22.2352000000000000
208,11,103,2134,2,577.7640,115.5528000000000000
209,9,103,497,4,4643.8000,2229.0240000000000000
210,9,103,4011,3,11.8200,4.7280000000000000
211,9,103,43,2,549.9800,142.9948000000000000
212,9,103,1115,5,67.1500,16.7875000000000000
213,9,104,823,5,135.3000,37.8840000000000000
214,9,104,3475,4,113.5200,46.5432000000000000
215,4,105,3558,3,39.0720,2.9304000000000000
216,4,105,1636,2,10.3680,3.6288000000000000
217,4,105,3626,5,11.5200,3.7440000000000000
218,4,105,3903,10,103.9200,-18.1860000000000000
219,4,105,4067,5,13.8800,-2.6025000000000000
220,4,105,1720,3,52.6800,19.7550000000000000
221,10,105,1113,4,6.4560,-4.5192000000000000
222,4,105,1977,7,27.8880,9.0636000000000000
223,4,106,2982,5,895.9200,302.3730000000000000
224,9,106,3783,1,5.2800,2.3760000000000000
225,9,107,2960,5,33.4000,16.0320000000000000
226,9,107,2697,1,166.2400,24.9360000000000000
227,9,108,2815,2,10.3600,5.0764000000000000
228,4,109,2888,1,559.9920,174.9975000000000000
229,4,110,584,8,415.8720,-41.5872000000000000
230,10,110,1989,2,20.7240,-15.1976000000000000
231,4,111,820,9,24.0480,7.2144000000000000
232,9,112,1273,3,6.5400,2.6814000000000000
233,9,112,2617,3,2.9700,1.3068000000000000
234,9,113,196,7,286.9300,140.5957000000000000
235,9,113,3233,9,1628.8200,374.6286000000000000
236,9,113,1553,3,377.9700,98.2722000000000000
237,9,113,1707,4,67.8000,4.0680000000000000
238,4,114,4301,4,24.4480,8.8624000000000000
239,9,115,2861,5,171.5500,80.6285000000000000
240,9,115,1425,8,1951.8400,585.5520000000000000
241,9,115,1172,3,149.9700,5.9987999999999800
242,9,115,2474,11,384.4500,103.8015000000000000
243,9,116,2165,5,272.4000,76.2720000000000000
244,9,116,3091,5,57.7500,16.1700000000000000
245,4,117,2757,5,21.8800,6.2905000000000000
246,4,118,2028,6,5.4720,1.8468000000000000
247,4,118,1868,2,37.8400,2.8380000000000000
248,1,119,2829,3,457.4850,-84.9615000000000000
249,3,119,4119,3,6.8880,-11.0208000000000000
250,9,120,215,3,35.2800,11.9952000000000000
251,9,120,214,3,25.3500,7.6050000000000000
252,4,121,3919,1,220.9600,24.8580000000000000
253,4,121,2788,2,42.6240,4.2624000000000000
254,9,121,438,2,39.9600,17.1828000000000000
255,5,122,1667,2,695.7000,-27.8280000000000000
256,4,123,956,2,116.7840,21.8970000000000000
257,12,123,2952,3,154.7640,-36.1116000000000000
258,4,123,721,1,10.3040,-2.1896000000000000
259,4,124,2874,5,23.2400,7.5530000000000000
260,9,125,1373,2,27.9600,7.2696000000000000
261,9,125,695,1,14.0300,4.0687000000000000
262,4,126,1011,2,10.3680,3.6288000000000000
263,4,127,2999,4,66.0480,23.1168000000000000
264,9,127,3602,2,141.9600,41.1684000000000000
265,12,128,1655,2,23.9880,-15.9920000000000000
266,9,129,3446,12,1871.8800,561.5640000000000000
267,9,129,1614,5,154.9000,69.7050000000000000
268,4,130,4328,3,311.9760,-42.8967000000000000
269,10,130,503,4,7.6560,-6.1248000000000000
270,4,130,2126,2,16.0960,5.2312000000000000
271,4,130,728,2,161.5680,10.0980000000000000
272,5,130,1501,5,801.6000,-448.8960000000000000
273,9,131,3454,4,62.2800,29.2716000000000000
274,9,132,3277,2,141.9600,22.7136000000000000
275,11,133,69,2,3059.9820,679.9960000000000000
276,9,134,3456,6,96.3600,25.0536000000000000
277,9,135,1697,7,135.8000,66.5420000000000000
278,10,136,2874,7,12.2010,-9.7608000000000000
279,4,136,1586,4,28.0000,7.7000000000000000
280,4,136,245,3,11.9520,4.0338000000000000
281,4,137,3701,1,2.0640,0.1548000000000000
282,9,138,872,2,141.9600,39.7488000000000000
283,9,139,4204,2,12.9600,6.2208000000000000
284,9,140,1478,1,18.7000,7.1060000000000000
285,9,140,448,9,305.0100,76.2525000000000000
286,8,141,1027,6,30.3360,-17.4432000000000000
287,4,142,1182,4,136.9600,51.3600000000000000
288,9,143,1012,4,31.9200,9.2568000000000000
289,9,143,3827,3,59.5200,15.4752000000000000
290,9,143,1919,7,83.7900,22.6233000000000000
291,9,143,2744,3,31.4400,8.4888000000000000
292,4,144,2974,6,340.7040,-34.0704000000000000
293,9,145,3941,2,11.5600,5.6644000000000000
294,9,146,838,8,87.8400,23.7168000000000000
295,4,147,4152,3,143.9760,8.9985000000000100
296,9,147,2480,3,5.4300,1.7919000000000000
297,4,147,3116,2,217.5840,19.0386000000000000
298,10,148,3875,5,5.7150,-4.7625000000000000
299,9,149,1290,6,665.8800,13.3176000000000000
300,3,150,4032,2,3.5400,-5.4870000000000000
301,4,150,3520,3,272.7360,-64.7748000000000000
302,4,150,2017,3,11.7840,4.2717000000000000
303,4,151,2669,3,13.9200,4.3500000000000000
304,9,152,3299,2,13.5600,6.2376000000000000
305,9,152,3631,2,360.3800,93.6988000000000000
306,4,153,3447,3,15.5520,5.4432000000000000
307,4,153,762,3,3.5520,1.2432000000000000
308,4,154,1211,8,389.6960,43.8408000000000000
309,4,154,3424,2,161.5680,-28.2744000000000000
310,10,155,2308,1,1.9410,-1.2940000000000000
311,4,156,2940,2,76.6400,26.8240000000000000
312,4,157,1380,2,10.3680,3.6288000000000000
313,10,157,1939,3,16.8210,-12.8961000000000000
314,4,157,2312,4,20.7360,7.2576000000000000
315,4,157,2483,2,84.7840,-20.1362000000000000
316,4,158,294,3,298.7760,7.4693999999999900
317,4,158,2635,5,6.7200,2.3520000000000000
318,9,159,937,5,33.4000,16.0320000000000000
319,9,160,955,5,33.9000,15.5940000000000000
320,2,161,3738,5,1194.1650,210.7350000000000000
321,9,161,4124,2,10.5600,0.0000000000000000
322,9,161,2363,5,57.9000,28.9500000000000000
323,9,161,1414,5,32.4000,15.5520000000000000
324,4,162,2005,5,119.9600,11.9960000000000000
325,9,163,3792,4,34.9200,11.8728000000000000
326,4,164,2165,1,43.5840,4.3584000000000000
327,4,164,1953,5,8.7600,0.7665000000000000
328,4,165,2055,4,32.8960,11.1024000000000000
329,4,165,3860,2,3.1520,0.4728000000000000
330,4,165,2626,6,16.7040,1.2528000000000000
331,10,166,1175,3,4.0950,-2.7300000000000000
332,4,166,676,2,20.6080,-4.3792000000000000
333,4,167,2273,11,692.4720,190.4298000000000000
334,4,168,795,2,153.5840,-32.6366000000000000
335,4,168,1373,1,11.1840,0.8388000000000000
336,9,169,1010,2,81.9600,0.0000000000000000
337,9,169,4228,6,395.9400,102.9444000000000000
338,9,169,3451,4,512.9600,143.6288000000000000
339,9,169,1665,5,47.4000,18.9600000000000000
340,4,170,1918,4,20.7360,7.2576000000000000
341,4,170,584,5,259.9200,-25.9920000000000000
342,12,170,426,1,138.5880,-34.6470000000000000
343,4,170,3706,3,37.7520,4.2470999999999900
344,4,170,4288,4,20.0960,3.0144000000000000
345,4,171,1692,3,85.2240,7.4571000000000000
346,9,172,134,3,587.9700,170.5113000000000000
347,9,172,975,2,69.2800,33.2544000000000000
348,9,172,1554,2,30.4400,14.9156000000000000
349,9,172,2619,3,119.8500,52.7340000000000000
350,9,173,295,4,25.9200,12.4416000000000000
351,9,173,1688,4,80.9600,29.1456000000000000
352,9,174,685,1,70.7100,4.9496999999999900
353,9,174,1148,1,19.9000,8.9550000000000000
354,4,175,3283,5,25.3200,9.1785000000000000
355,4,175,2395,3,125.7600,40.8720000000000000
356,9,175,4036,1,9.9900,4.5954000000000000
357,4,176,866,5,25.3200,9.1785000000000000
358,4,176,2155,2,276.7840,89.9548000000000000
359,4,176,3183,6,146.6880,55.0080000000000000
360,9,177,3332,3,162.6000,34.1460000000000000
361,9,177,1664,1,11.5400,3.4620000000000000
362,9,178,3730,2,37.9400,18.2112000000000000
363,9,179,1205,2,12.9600,6.2208000000000000
364,9,179,772,2,64.9600,2.5984000000000000
365,9,179,793,3,20.0400,9.6192000000000000
366,4,180,495,2,60.4160,6.0416000000000000
367,9,181,2153,5,32.4000,15.5520000000000000
368,9,182,2039,6,38.8800,19.0512000000000000
369,2,182,3511,9,917.9235,75.5936999999999000
370,9,183,875,6,545.8800,70.9644000000000000
371,9,183,2822,5,1394.9500,362.6870000000000000
372,9,183,2900,3,275.9700,11.0388000000000000
373,9,184,1163,7,56.0700,25.2315000000000000
374,9,184,1453,3,302.6700,72.6408000000000000
375,9,184,1036,4,5443.9600,2504.2216000000000000
376,4,185,1303,3,15.6960,5.1012000000000000
377,9,186,4228,1,65.9900,17.1574000000000000
378,9,187,1111,5,111.1500,48.9060000000000000
379,4,188,1574,1,55.9680,-2.0988000000000100
380,4,188,3253,2,24.6720,2.1588000000000000
381,4,188,2955,4,15.7120,2.5532000000000000
382,4,188,1847,3,15.5520,5.4432000000000000
383,4,189,1737,4,195.1360,-12.1960000000000000
384,9,190,1356,5,899.9500,53.9970000000000000
385,9,190,4058,2,13.9800,6.0114000000000000
386,9,190,345,6,12.2400,5.7528000000000000
387,9,190,363,5,244.5500,4.8910000000000100
388,4,191,4232,14,437.4720,153.1152000000000000
389,4,191,127,4,13.3760,4.6816000000000000
390,9,191,3117,7,13.8600,0.0000000000000000
391,4,191,3143,2,249.5840,31.1980000000000000
392,9,191,1120,2,13.3600,6.4128000000000000
393,9,191,4120,7,18.6900,5.2332000000000000
394,4,191,3559,5,271.9600,27.1960000000000000
395,4,192,29,2,159.9840,13.9986000000000000
396,9,193,4049,5,39.9000,19.9500000000000000
397,9,193,3539,3,32.3400,15.5232000000000000
398,4,194,2268,5,55.9200,6.2910000000000000
399,8,195,685,2,56.5680,-74.9526000000000000
400,4,195,1094,7,36.2880,12.7008000000000000
401,10,196,2981,2,9.7620,-6.8334000000000000
402,9,197,4274,3,25.8300,9.5571000000000000
403,9,198,2368,5,406.6000,113.8480000000000000
404,9,198,1545,1,21.9900,10.5552000000000000
405,9,198,3475,3,85.1400,34.9074000000000000
406,3,199,3925,1,6.0800,-10.3360000000000000
407,4,199,2660,3,479.9760,161.9919000000000000
408,4,199,2781,8,60.7360,20.4984000000000000
409,9,200,761,6,35.8800,17.2224000000000000
410,9,200,3936,10,53.4000,25.0980000000000000
411,9,200,1491,6,19.6800,5.7072000000000000
412,9,200,2059,7,47.1800,23.5900000000000000
413,9,200,883,2,93.7800,36.5742000000000000
414,4,201,3429,4,155.4560,-7.7727999999999900
415,9,202,3791,1,5.7800,2.8322000000000000
416,9,202,3972,5,277.4000,133.1520000000000000
417,9,203,2533,2,355.9600,103.2284000000000000
418,9,203,1792,5,28.9000,14.1610000000000000
419,9,204,2383,3,29.7900,12.5118000000000000
420,9,205,903,1,3.2800,0.9512000000000000
421,9,205,2231,3,17.3400,8.4966000000000000
422,9,205,1161,1,160.9800,20.9274000000000000
423,9,205,1242,2,73.9800,19.9746000000000000
424,4,206,3172,2,76.8640,26.9024000000000000
425,4,206,1522,1,7.9920,0.6993000000000000
426,4,206,3570,3,47.9520,16.1838000000000000
427,4,206,587,5,46.2000,5.7750000000000000
428,1,206,5,5,899.4300,-12.8490000000002000
429,4,207,4005,2,6.3680,2.3880000000000000
430,9,208,3036,4,11.6800,5.2560000000000000
431,9,209,3359,5,154.9000,69.7050000000000000
432,4,210,1562,2,70.3680,6.1572000000000000
433,4,210,3580,2,63.9840,10.3974000000000000
434,4,210,3312,1,7.9920,0.5994000000000000
435,4,211,18,2,10.3680,3.6288000000000000
436,9,212,1951,4,772.6800,108.1752000000000000
437,9,213,244,3,84.8400,22.9068000000000000
438,4,214,298,3,1199.9760,374.9925000000000000
439,4,215,2911,1,43.2800,3.2460000000000000
440,12,215,769,3,154.7640,-46.4292000000000000
441,10,215,3252,1,12.2940,-8.6058000000000000
442,12,215,4224,5,776.8500,-181.2650000000000000
443,4,216,538,8,44.6720,-10.0512000000000000
444,5,216,1610,5,302.4500,-199.6170000000000000
445,4,216,571,3,15.1200,4.9140000000000000
446,9,217,3987,3,25.8600,6.7236000000000000
447,9,217,2808,9,251.9100,47.8629000000000000
448,9,217,4141,5,21.4000,9.6300000000000000
449,9,217,1762,5,193.8000,94.9620000000000000
450,9,217,594,3,8.6400,4.2336000000000000
451,9,217,3970,3,542.9400,152.0232000000000000
452,9,217,3590,2,97.8800,48.9400000000000000
453,12,218,4308,12,71.9280,8.3915999999999900
454,4,218,856,13,30.9920,10.0724000000000000
455,10,218,1254,10,509.9700,-407.9760000000000000
456,4,218,1109,4,17.8560,1.1160000000000000
457,12,219,1408,2,661.1760,-231.4116000000000000
458,9,220,1270,4,45.9200,22.5008000000000000
459,9,220,2572,4,25.9200,12.4416000000000000
460,10,221,112,3,449.1000,-643.7100000000000000
461,4,221,3280,2,126.0800,-28.3680000000000000
462,10,221,1376,5,23.1600,-15.4400000000000000
463,4,221,1233,5,552.5600,-138.1400000000000000
464,10,221,2897,1,51.8970,-41.5176000000000000
465,4,221,2434,5,41.2400,13.9185000000000000
466,12,221,493,3,539.9100,-116.9805000000000000
467,4,221,2036,5,379.9600,47.4949999999999000
468,1,221,2506,2,386.6800,-5.5240000000000300
469,4,222,146,4,139.4240,17.4280000000000000
470,9,223,1938,1,79.9900,28.7964000000000000
471,4,224,740,2,4.7040,0.4116000000000000
472,9,225,254,6,27.2400,13.3476000000000000
473,9,225,51,2,75.9600,22.7880000000000000
474,9,226,954,3,787.5300,165.3813000000000000
475,9,227,2720,7,22.7500,6.5975000000000000
476,9,227,723,2,735.9800,331.1910000000000000
477,9,227,267,5,40.2000,18.0900000000000000
478,9,228,2324,5,64.9000,18.8210000000000000
479,4,228,907,9,1123.1280,70.1955000000000000
480,4,228,2815,2,8.2880,3.0044000000000000
481,9,229,2807,7,1856.1900,334.1142000000000000
482,4,229,2943,4,1279.9680,415.9896000000000000
483,9,229,3022,2,111.0000,14.4300000000000000
484,9,230,3880,3,17.3400,8.4966000000000000
485,9,230,3540,3,26.2200,12.3234000000000000
486,9,230,310,7,1024.3800,215.1198000000000000
487,9,230,1269,3,17.2200,7.9212000000000000
488,4,231,3138,3,14.0400,1.5795000000000000
489,4,231,259,3,74.3520,23.2350000000000000
490,4,231,328,2,94.9920,-2.3748000000000000
491,4,231,1292,3,4.3440,0.8688000000000000
492,4,231,3464,3,297.5760,-7.4394000000000300
493,4,231,2744,5,41.9200,3.6680000000000000
494,4,232,745,2,81.5680,7.1372000000000000
495,4,233,965,3,22.3440,2.5137000000000000
496,3,233,3574,2,1.5920,-2.6268000000000000
497,1,233,4328,2,181.9860,-54.5958000000000000
498,9,234,1885,12,1443.9600,375.4296000000000000
499,9,234,2839,1,2.8800,1.4112000000000000
500,4,235,1942,9,18.8640,6.1308000000000000
501,3,235,635,2,2.5120,-4.3960000000000000
502,9,236,3801,3,539.9700,134.9925000000000000
503,9,236,2606,2,58.3400,28.0032000000000000
504,3,237,3533,6,4.4880,-6.7320000000000000
505,4,237,2552,1,2.0880,0.6786000000000000
506,4,237,293,2,24.0320,-0.6008000000000000
507,4,237,3781,9,23.6160,2.6568000000000000
508,3,237,2815,6,6.2160,-9.6348000000000000
509,4,238,1224,2,10.3680,3.6288000000000000
510,4,238,624,2,97.1840,6.0740000000000000
511,4,239,1787,2,88.7680,31.0688000000000000
512,1,240,4003,2,211.2460,-66.3916000000000000
513,4,240,2918,1,39.9920,6.9986000000000000
514,1,240,1168,3,600.5580,-8.5794000000000800
515,7,240,702,5,1023.3320,-30.0980000000001000
516,9,241,2929,3,14.7300,7.2177000000000000
517,9,242,731,1,69.9900,30.0957000000000000
518,4,243,2289,3,165.6000,-6.2100000000000200
519,9,244,3993,9,447.9300,49.2723000000000000
520,9,245,2910,5,21.9000,10.5120000000000000
521,9,245,2308,6,38.8200,19.4100000000000000
522,9,246,3400,2,12.9600,6.2208000000000000
523,4,247,2134,3,770.3520,77.0352000000000000
524,9,247,4301,4,30.5600,14.9744000000000000
525,9,247,3145,5,154.9000,40.2740000000000000
526,9,247,2673,5,676.5500,6.7655000000000600
527,4,248,2008,4,27.2000,2.0400000000000000
528,10,248,248,3,7.2180,-5.5338000000000000
529,9,249,2074,5,450.0000,162.0000000000000000
530,4,250,3763,3,659.9760,49.4982000000000000
531,9,250,2417,1,8.6200,2.2412000000000000
532,9,250,3808,2,9.0200,3.5178000000000000
533,9,250,3071,2,5.5600,1.4456000000000000
534,9,250,3660,2,56.5600,15.2712000000000000
535,9,251,3305,2,14.7600,4.2804000000000000
536,9,252,3864,2,37.4000,14.2120000000000000
537,9,252,4227,3,79.1400,36.4044000000000000
538,9,252,1038,7,18.0600,4.6956000000000000
539,9,253,2560,8,39.8400,18.3264000000000000
540,9,253,2513,5,53.2000,14.8960000000000000
541,9,253,730,8,62.2400,28.0080000000000000
542,9,253,2044,2,39.8800,11.1664000000000000
543,9,253,2574,1,10.9900,4.2861000000000000
544,4,253,269,8,601.5360,60.1536000000000000
545,4,254,2958,2,9.1840,1.1480000000000000
546,1,254,368,4,198.7440,-14.1960000000000000
547,12,254,2660,5,599.9700,69.9965000000000000
548,4,255,3495,2,6.3680,2.1492000000000000
549,4,255,1870,2,129.5680,-12.9568000000000000
550,4,256,3831,3,17.4720,5.6784000000000000
551,1,256,1100,6,634.1160,-172.1172000000000000
552,9,257,2951,5,37.2000,9.3000000000000000
553,9,257,3644,5,14.7000,6.6150000000000000
554,9,257,2056,2,3.7600,1.0904000000000000
555,9,257,1541,5,74.0000,37.0000000000000000
556,9,257,1727,2,261.9600,23.5764000000000000
557,9,257,1106,3,89.9700,18.8937000000000000
